-5.0	6.81199552154
-4.0	10.6525843978
-3.0	11.4957274312
-2.0	10.0966695756
-1.0	12.281942344
0.0	15.0006502176
1.0	14.3259835788
2.0	10.769467178
3.0	14.2776166949
4.0	15.2798946742
5.0	13.7789859441
6.0	16.1926361217
7.0	14.6140987228
8.0	15.8787139368
9.0	12.8996950616
10.0	15.2903830101
11.0	13.2416508451
12.0	11.7021505577
13.0	12.9066529524
14.0	7.58642245937
15.0	3.60127576993
-5.0	3.60127576993
-4.0	-1.4730321272
-3.0	-1.74393400413
-2.0	-2.54269712308
-1.0	-3.08132652517
0.0	-5.70583499734
1.0	-2.5186359592
2.0	-4.30864554536
3.0	-4.74698881005
4.0	-7.75212228708
5.0	-4.65565690849
6.0	-5.16256142358
7.0	-4.10958776309
8.0	-1.10396418868
9.0	-5.58994833653
10.0	-2.37838594681
11.0	-3.72626913616
12.0	-0.258244170823
13.0	-2.09892148266
14.0	0.1331318308
15.0	4.28093355058
