-5.0	6.01446637955
-4.0	8.04794262652
-3.0	12.0498843517
-2.0	13.362236598
-1.0	13.593193998
0.0	15.0262573099
1.0	12.7895377554
2.0	13.8596792594
3.0	13.6605435793
4.0	15.3244685207
5.0	17.9666855781
6.0	15.8349094253
7.0	13.7993337063
8.0	11.3361336088
9.0	15.8280570867
10.0	17.5731880785
11.0	16.4045811981
12.0	11.4780976519
13.0	12.8969190241
14.0	9.83151483519
15.0	8.09482049501
-5.0	8.09482049501
-4.0	1.75544340386
-3.0	-0.360977641586
-2.0	-3.36420549945
-1.0	-5.39964664811
0.0	-7.07684216657
1.0	-4.27904425544
2.0	-4.92519491929
3.0	-4.73414786467
4.0	-5.20510226216
5.0	-5.50196986724
6.0	-4.75870286317
7.0	-6.18468953636
8.0	-0.433601505611
9.0	-3.46971002639
10.0	-4.48503653933
11.0	-2.88851697761
12.0	-2.87505968849
13.0	0.231184732759
14.0	0.664888760889
15.0	4.41687174421
